census_block_id,state_code,state,state_name,county_code,county,tract,block_group,congressional_district,incorporated_place,unified_school_district,legislative_district_upper,legislative_district_lower,voting_district
440050406004016,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004017,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442106
440050406004018,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004019,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004020,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004021,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004022,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004023,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442108
440050406004024,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,073,442103
440050406004025,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442106
440050406004026,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442106
440050406004027,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442106
440050406004028,44,RI,Rhode Island,5,Newport County,40600,4,01,49960,720,013,075,442106
440050407001000,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001001,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001002,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001003,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001004,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001005,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001006,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001007,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001008,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001009,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001010,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001011,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001012,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001013,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001014,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001015,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001016,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001017,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001018,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001019,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001020,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001021,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001022,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001023,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001024,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001025,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001026,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001027,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001028,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001029,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001030,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001031,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001032,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,013,073,442103
440050407001033,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001034,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001035,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001036,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001037,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001038,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001039,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407001040,44,RI,Rhode Island,5,Newport County,40700,1,01,49960,720,012,073,442101
440050407002000,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002001,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002002,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002003,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002004,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002005,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002006,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002007,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002008,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002009,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002010,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002011,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002012,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,012,073,442101
440050407002013,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002014,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002015,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002016,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002017,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002018,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002019,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002020,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002021,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002022,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002023,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002024,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002025,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002026,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002027,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002028,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002029,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002030,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002031,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002032,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002033,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002034,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002035,44,RI,Rhode Island,5,Newport County,40700,2,01,NA,99997,013,075,ZZZZZZ
440050407002036,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002037,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002038,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002039,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002040,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407002041,44,RI,Rhode Island,5,Newport County,40700,2,01,49960,720,013,075,442105
440050407003000,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003001,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003002,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003003,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003004,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003005,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003006,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003007,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003008,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003009,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003010,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003011,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003012,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003013,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003014,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442108
440050407003015,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003016,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003017,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003018,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003019,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003020,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050407003021,44,RI,Rhode Island,5,Newport County,40700,3,01,49960,720,013,075,442106
440050408001000,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001001,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001002,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001003,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001004,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001005,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001006,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001007,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001008,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001009,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001010,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001011,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001012,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001013,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001014,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001015,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001016,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001017,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001018,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001019,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001020,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001021,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001022,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001023,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001024,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001025,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001026,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001027,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001028,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001029,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001030,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001031,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001032,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408001033,44,RI,Rhode Island,5,Newport County,40800,1,01,49960,720,013,075,442105
440050408002000,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002001,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002002,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002003,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002004,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002005,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002006,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002007,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002008,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002009,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002010,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002011,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002012,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002013,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002014,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002015,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002016,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002017,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002018,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002019,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002020,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002021,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002022,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002023,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002024,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408002025,44,RI,Rhode Island,5,Newport County,40800,2,01,49960,720,013,075,442106
440050408003000,44,RI,Rhode Island,5,Newport County,40800,3,01,NA,99997,013,075,ZZZZZZ
440050408003001,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003002,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003003,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003004,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003005,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003006,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003007,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003008,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003009,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003010,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003011,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003012,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003013,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003014,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003015,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003016,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003017,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003018,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003019,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003020,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050408003021,44,RI,Rhode Island,5,Newport County,40800,3,01,49960,720,013,075,442105
440050409001000,44,RI,Rhode Island,5,Newport County,40900,1,01,NA,99997,013,075,ZZZZZZ
440050409001001,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001002,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001003,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001004,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001005,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001006,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001007,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001008,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001009,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001010,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001011,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001012,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001013,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001014,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001015,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001016,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001017,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001018,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001019,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001020,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001021,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001022,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001023,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001024,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001025,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001026,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001027,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001028,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001029,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001030,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001031,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001032,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001033,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001034,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001035,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001036,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001037,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001038,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001039,44,RI,Rhode Island,5,Newport County,40900,1,01,NA,99997,013,075,ZZZZZZ
440050409001040,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001041,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001042,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001043,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001044,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001045,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442107
440050409001046,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001047,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001048,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001049,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409001050,44,RI,Rhode Island,5,Newport County,40900,1,01,49960,720,013,075,442106
440050409002000,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442106
440050409002001,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442106
440050409002002,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002003,44,RI,Rhode Island,5,Newport County,40900,2,01,NA,NA,013,074,441502
440050409002004,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002005,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002006,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002007,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002008,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002009,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002010,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002011,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002012,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002013,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002014,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002015,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002016,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002017,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002018,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002019,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002020,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002021,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002022,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002023,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002024,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002025,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002026,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002027,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002028,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002029,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002030,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002031,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002032,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002033,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002034,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002035,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002036,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442106
440050409002037,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442106
440050409002038,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442106
440050409002039,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002040,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002041,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002042,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002043,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002044,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002045,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002046,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002047,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002048,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002049,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002050,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002051,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002052,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002053,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002054,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002055,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002056,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002057,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002058,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002059,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002060,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002061,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002062,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
440050409002063,44,RI,Rhode Island,5,Newport County,40900,2,01,49960,720,013,075,442107
